英文名稱,中文名稱
scala minore {It.},小音階
scala per toni interi {It.},全音音階
scala pitagorica,畢氏音階；畢達哥拉斯音階
scala {It.},音階
scale,音階
scale degrees,音級名稱
scale passage,音階句
scale relation,音階關係
scale step,音級
scale with flat,降記號音階
scale with sharp,升記號音階
scambio di parti {It.},聲部交換
scarlatti form,斯卡拉第形式
scemando {It.},減縮的
scena ed aria {It.},含詠唱調的場景
scena {It.},舞臺；場，分場；情景
sc?ne d'action {Fr.},舞臺場景
Schachtbrett {Ger.},傑卡琴
Schall {Ger.},聲音
Schallfeld {Ger.},音場
schallged?mpfer Raum {Ger.},隔音室
Schalllokalisation {Ger.},音源定位
Schallniveau {Ger.},音量度
Schalloch {Ger.},音孔
Schallplatte {Ger.},唱片
Schallspektrum {Ger.},聲譜
Schallst?rke {Ger.},音強
Schallstrahl {Ger.},音線
Schallst?ck {Ger.},鐘形口｛管樂器｝
Schalltoter Raum {Ger.},無響室
Schallwelle {Ger.},音波
Schalmei {Ger.},蕭姆管
scharf betont {Ger.},重的強音
schauerlich {Ger.},驚恐的
schaurig {Ger.},驚人的
Schauspieldirektor {Ger.},劇院經理人
Schauspielmusik {Ger.},戲劇音樂
Scheinbewegung {Ger.},假現運動
Scheinkonsonanz {Ger.},假協和
Scheitholt {Ger.},賽投琴
Schellbecken {Ger.},鈸
Schelle {Ger.},球鈴；串鈴
Schenker system,賢克體系
scherzando {It.},玩笑的；詼諧的
scherzetto {It.},小詼諧曲
scherzhaft {Ger.},玩笑的；詼諧的
scherzino {It.},小詼諧曲
scherzo,詼諧曲
scherzo capriccioso {It.},隨想詼諧曲
schisma {Gr.},音差
schittm?ssing {Ger.},逐漸的
schizzo {It.},草稿
schlaff gespannt,鬆弦（絃）奏
Schl?gel {Ger.},鼓槌；木棒；指揮棒；琴棒
Schlager {Ger.},流行歌曲
Schlaginstrument {Ger.},擊樂器
Schlagsaiteninstrument {Ger.},擊弦樂器
Schlagzither {Ger.},揚琴
Schlangenrohr {Ger.},蛇形號
schlechter Taktteil {Ger.},弱拍
Schlegel {Ger.},鼓槌；木棒；指揮棒；琴棒
Schleife {Ger.},滑閥
Schleifer {Ger.},滑音｛裝飾音的一種｝
Schlitztrommel {Ger.},木縫鼓
Schllentrommel {Ger.},鈴鼓
Schluss {Ger.},終止式
Schl?ssel {Ger.},譜號
Schl?sselfidel {Ger.},鍵機提琴
Schlusssatz {Ger.},終樂章；終曲
Schlussstrich {Ger.},終止線
Schlussteil {Ger.},結束樂段
Schlusston {Ger.},終止音；封片　
Schlusszeichen {Ger.},終止記號
schmachtend {Ger.},渴望的
schmeichelnd {Ger.},奉承的
Schmelzend {Ger.},痛苦的
schmerzhaft {Ger.},疼痛的
schmerzlich {Ger.},痛苦的
schmerzvoll {Ger.},悲痛的
Schmetternd {Ger.},吼聲
Schnabelfl?te {Ger.},直笛
Schnarre {Ger.},嘎嘎器；搖響器
Schnarrsaiten {Ger.},響弦
Schnarrtrommel {Ger.},小鼓
Schneidend {Ger.},尖銳的
schnell zu D?mpfer {Ger.},急止奏
schnell {Ger.},快的；迅速的
Schneller {Ger.},上漣音；更快的
schola cantorum {Lat.},聖歌學校
school music,學校音樂
school of music,音樂學校；音樂學院
schottische Tonleiter {Ger.},蘇格蘭音階
Schrammel {Ger.},舒朗美爾風格
Schreiend {Ger.},尖聲的
Schrittm?ssig {Ger.},逐步的
Schrittweise {Ger.},逐步的
Schryari {Ger.},敘亞利管
Schuhplattler {Ger.},弄鞋舞
Schulkinderheiserkeit {Ger.},孩童沙啞聲
schwache Bassschritte {Ger.},弱進行
schwankend {Ger.},不穩的；搖擺的
Schw?rmer {Ger.},振音
schwarze Mensuralnotenschrift {Ger.},黑符定量記譜法
Schwebungen {Ger.},拍音
Schwegel {Ger.},古笛
schweigen {Ger.},沉默的
Schweller {Ger.},力度變化裝置｛管風琴｝
Schwermer {Ger.},振音
Schwindend {Ger.},減少
Schwingung der Lufts?ule {Ger.},空氣柱振動
Schwingung {Ger.},振動
Schwingungszahl {Ger.},頻率
Schwirrholz {Ger.},牛吼器
Schwirrholz {Ger.},吼聲器
schwungvoll {Ger.},生動的
Schwungzither {Ger.},鐘形琴
scintillante {It.},閃爍的
scioltamente {It.},自由的
sciolto {It.},自由的；解放的
scivolando {It.},滑動的
sconde mineure {Fr.},小二度
scordare {It.},特殊調音法｛弦（絃）樂器｝
scordatura {Sp.},特殊調音法｛弦（絃）樂器｝
score,樂譜；總譜
score reading,總譜閱讀
scoring,總譜法
scorrendo {It.},流暢的
scotch snap,逆附點｛蘇格蘭風｝
Scottish scale,蘇格蘭音階
scozzese {It.},蘇格蘭風
scuola Bolognese {It.},波隆納樂派
scuola Borgognona {It.},布根第樂派
scuola Classica Viennese {It.},維也納古典樂派
scuola Fiamminga {It.},法蘭德斯樂派
scuola Fiorentina {It.},弗羅倫斯樂派
scuola Francofiamminga {It.},尼德蘭樂派
scuola Napoletana {It.},拿坡里樂派
scuola Veneziana {It.},威尼斯樂派
sdegnoso,傲慢的
Sechsachteltakt {Ger.},六八拍子
Sechsz?hliger {Ger.},複二拍子（六拍子）
Sechzehntelnote {Ger.},十六分音符
Sechzehntelpause {Ger.},十六分休止符
second,二度
second degree of relationship,二級關係
second dominant,副屬和弦
second inversion,第二轉位
second inversion of seventh,七和弦（絃）第二轉位
second inversion of triad,三和弦（絃）第二轉位
second line,第二線
second octave,第二個八度
second scale step,第二音級
Second space,第二間
second species,第二類｛對位｝
second subject,第二主題
second theme,第二主題
second time,第二次
seconda aumentata {It.},增二度
seconda donna {It.},次席女聲｛義｝
seconda maggiore {It.},大二度
seconda minore {It.},小二度
seconda pratica {It.},第二作法
seconda volta {It.},第二次（奏，唱）；第二次結尾
seconda {It.},二度
secondando {It.},緊隨的
secondario volta {It.},第二次
secondary accent,次強音
secondary chord of the seventh,副七和弦（絃）
secondary discord,次級不協和和弦（絃）
secondary dominant,副屬和弦
secondary dominant chord,副屬和弦（絃）
secondary eleventh,副十一和弦（絃）
secondary harmonics,次級泛音
secondary harmony,副和聲；副和弦
secondary ninth,副九和弦（絃）
secondary seventh,副七和弦（絃）
secondary theme,副主題；第二主題
secondary thirteenth,副十三和弦（絃）
secondary triad,副三和弦（絃）
secondary volta {It.},第二遍
seconde augment?e {Fr.},增二度
seconde majeure {Fr.},大二度
seconde {Fr.},二度
secondo tema {It.},第二主題
secondo {It.},第二聲部｛鋼琴聯彈｝
section,樂節
"section d'or,la {Fr.}",黃金比率
secular cantata,世俗清唱劇；世俗康塔塔
secular music,俗樂
Seelenamt {Ger.},安魂彌撒
segno del modo {It.},調號
segno di espressione {It.},表情記號
segno di respirazione {It.},呼吸記號
segno dinamico {It.},力度記號
segno {It.},記號｛見dal segno; al segno｝
segue {It.},接續演奏（唱），不間歇地
seguendo {It.},緊隨的
seguidilla {Sp.},賽吉第亞舞曲｛西｝
sehnlich {Ger.},渴望的
sehnsuchtsvoll {Ger.},憧憬的
seises {Sp.},謝伊謝斯舞曲
seistron {Gr.},叉鈴；響串
Seitenbewegung {Ger.},斜行，斜向
Seitensatz {Ger.},副樂段
Seitenthema {Ger.},副主題
Seitentonart {Ger.},副調性
Sekundakkord {Ger.},二和弦
Sekunde {Ger.},二度
Sekundkanon {Ger.},二度卡農
selompret,斯隆普雷特管
semi-cadenza {It.},半終止
semi-opera,半歌劇
semi-perfect cadence,半完全終止
semibiscroma {It.},六十四分音符
semibreve,倍短音符（中世紀）；全音符（文藝復興以後）
semibreve,全音符
semibreve rest,全休止符
semibreve {It.},全音符
semibrevis {Lat.},倍短音符（中世紀）；全音符（文藝復興以後）
semicadence,半終止
semichorus,部分合唱
semicoro {It.},部分合唱
semicroma {It.},十六分音符
semiminina {It.},四分音符；黑音符
s?miologie de la musique {Fr.},音樂符號學
semiologie der Musik {Ger.},音樂符號學
semiology of music,音樂符號學
semiquaver,十六分音符
semiquaver rest,十六分休止符
semitonal pentatonic scale,半音五聲音階
semitone,半音
Semitonium {Lat.},半音
semitono {It.},半音
semplice {It.},單純的
Semplici tempi dispari {It.},單三拍子
Semplici tempi pari {It.},單二拍子
Semplici tempi quattri {It.},單四拍子
Semplici tempi {It.},單拍子
sempre forte {It.},維持強奏
sempre piano {It.},維持弱奏
sempre {It.},一直；始終
sennet,出入場號聲
sensation of tone,樂感
sentence,樂句
sentido {Sp.},有感覺的；有表情的
senti? {Fr.},有感覺的；有表情的
sentimento {It.},充滿感情的
sentito {It.},有感覺的；有表情的
senza accompagnamento {It.},無伴奏
senza pedale {It.},不用踏瓣
senza sordini {It.},除弱音器
senza sordino {It.},除弱音器
senza tempo {It.},任意速度
senza {It.},無
sepolcro {It.},聖墓劇
sept {Fr.},七度
septet,七重奏；七重奏曲；七重唱；七重唱曲
septi?me augment?e {Fr.},增七度
septi?me diminu?e {Fr.},減七度
septi?me majeure {Fr.},大七度
septi?me mineure {Fr.},小七度
septi?me naturelle {Fr.},自然七度
septi?me {Fr.},七度
Septime {Ger.},七度
Septimenakkord {Ger.},七和弦（絃）
Septkanon {Ger.},七度卡農
Septole {Ger.},七連音；七連音符
septolet {Fr.},七連音；七連音符
Septtet {Ger.},七重奏；七重奏曲；七重唱；七重唱曲
septuor vocal {Fr.},七重唱
septuor {Fr.},七重奏；七重奏曲；七重唱；七重唱曲
septuple meter,七拍子
septuple time,七拍子
septuplet,七連音；七連音符
sepulchrum play,聖墓劇
sequence,模寫曲｛素歌｝；繼?詠；模進；繼抒詠
sequence modulation {Fr.},模進轉調
sequencer,音聲儲存器
sequentia {Lat.},模寫曲｛素歌｝；繼?詠；模進
sequential repetition,模進反復
Sequenz {Ger.},模寫曲｛素歌｝；繼?詠；模進
sequenza {It.},模寫曲｛素歌｝；繼?詠；模進
seraphine{Fr.},賽拉分風琴
serenade,小夜曲
s?r?nade {Fr.},小夜曲
serenata {It.},小夜曲；晚間劇
sereno {It.},平靜的；安詳的
sereno {Sp.},平靜的；安詳的
serial music,音列音樂
serialism,音列主義
s?rie d'harmoniques {Fr.},泛音列
serie di suoni armonici {It.},泛音列
s?rie {Fr.},音列
serie {It.},音列
serielle Musik {Ger.},音列音樂
series,音列
series technique,音列技巧
serinette pionne {Fr.},鳥風琴
serioso {It.},莊嚴的
serious opera,莊歌劇
serpent,蛇形號
serpent {Fr.},蛇形號
Serpent {Ger.},蛇形號
serpent?n {Sp.},蛇形號
serpentone {It.},蛇形號
serrando {It.},速度加快
service,禮拜
sesta aumentata {It.},增六度
sesta diminuita {It.},減六度
sesta maggiore {It.},大六度
sesta minore {It.},小六度
sesta napoletana {It.},拿坡里六和弦
sesta {It.},六度
sestetto {It.},六重奏；六重奏曲；六重唱；六重唱曲
sestina {It.},六連音
sestole {It.},六連音
Set?r {Ir.},賽塔琴
settima aumentata {It.},增七度
settima diminuita {It.},減七度
settima maggiore {It.},大七度
settima minore {It.},小七度
settima {It.},七度
settimina {It.},六連音
settimino vocale {It.},七重唱
settimino {It.},七重奏；七重奏曲；七重唱；七重唱曲
seufzend {Ger.},嘆息的
Seuil diff?rentiel {Fr.},差異臨限
seven part counterpoint,七部對位
seven part harmony,七部和聲
seven to eight suspension,七八掛留音
seventh,七度
seventh chord,七和弦（絃）
seventh dominant,屬七和弦（絃）
seventh scale step,第七音級
sevillana {Sp.},賽維雅舞曲
sext,六度
Sexta {Lat.},第六時課；午時禱
Sextakkord {Ger.},六和弦
Sexte {Ger.},六度
sextet,六重奏；六重奏曲；六重唱；六重唱曲
Sextett {Ger.},六重奏；六重奏曲；六重唱；六重唱曲
sextette {Fr.},六重奏；六重奏曲；六重唱；六重唱曲
Sextole {Ger.},六連音
sextolet {Fr.},六連音
sextuor {Fr.},六重奏；六重奏曲；六重唱；六重唱曲
sextuplet,六連音
sfogato {It.},放鬆的；無拘束的
sfoggiando {It.},炫燿的
sforzando {It.},突強
sforzato {It.},突強
shabb?ba,夏巴巴笛
shake,搖奏｛擊樂｝；顫音
shanty,水手歌；水手工作歌
sharki(?ifteli),夏爾基琴
sharp,升記號
Sharp,升記號
Sharp key,升號調
Shashtar,夏西塔琴
shawm,蕭姆管
Sheet music {Amer.},單曲樂譜
shift,移位；移動
shifting position,換把位
shock of glottis,振動聲門
shofar {Heb.},蕭華號
short appoggiatura,短倚音
short octave,短八度
short score,縮編譜
shortened subject,縮短主題
shout,叫唱
show stopper,壓軸戲；最精采的
Si di?se {Fr.},升Ｂ音
Si diesis {It.},升Ｂ音
sibilant,嘶嘶聲；齒擦音
sibilants consonant,舌齒音
siciliana {It.},西西里舞曲
siciliano {It.},西西里舞曲
side drum,小鼓
sideman,樂隊組員｛通俗音樂｝
sides,側面板
siebenz?hliger Takt {Ger.},七拍子
siebenzeitiger Takt {Ger.},七拍子
Siegfried Idyll {Ger.},齊格菲牧歌
sight reading,視奏；視唱
signal horn {It.},信號
Signalhorn {Ger.},軍號
signature,記號｛見dal segno; al segno｝
signature tune,信號音
signe d'expression {Fr.},表情記號
signe d'intensit? {Fr.},力度記號
signe de la mesure {Fr.},拍子記號
signe indication de respiration {Fr.},呼吸記號
signe {Fr.},記號｛見dal segno; al segno｝
Siguiriya gitana {Sp.},吉普賽風希吉里亞舞曲
Silbe {Ger.},音節
silence {Fr.},休止
sillet {Fr.},弦（絃）枕；弓根
silofono {It.},木琴
silver band,銀色樂隊
similar motion,同向進行
simile {It.},以下同
simili {It.},以下同
simple binary form,單二段式
simple counterpoint,單對位
Simple duple meter,單二拍子
simple duple time,單二拍子
simple fugue,單復格
simple interval,單音程
Simple meter,單拍子
Simple quadruple meter,單四拍子
simple quadruple time,單四拍子
simple ternary form,單三段式
simple time,單拍子
Simple triple meter,單三拍子
simple triple time,單三拍子
simplement {Fr.},簡單的；單純的；樸素的
simultaneous double counterpoint,雙重複對位
sin al fine {It.},直到結束記號
sin {Sp.},無
sin'al fine,直到結束記號
sin'al segno {It.},直到記號S或⊕處。
sincopas,五步舞
sincopas,五步舞
sincope {It.},切分法；切分音
sinfonia concertante {It.},協奏交響曲
sinfonia {It.},交響曲；序曲
Sinfonie Orchester {Ger.},交響樂團
sinfonietta {It.},小交響曲
sinfonietta {It.},小交響曲
Singakademie {Ger.},合唱研究團體
singer songwriter,創作歌手
singhiozzando {It.},如泣如訴的`;啜泣的
singing saw,鋸琴
singing school,歌唱學校
Single,單曲
single bar line,單縱線；小節線
single changing note,單換音
single reed,單簧
single reed instrument,單簧樂器
singnal horn,軍號
Singspiel {Ger.},歌唱劇
sinistra {It.},左；左手
sino {It.},至
siren,號笛；警報器
sirena {It.},號笛；警報器
sir?ne {Fr.},號笛；警報器
Sirene {Ger.},號笛；警報器
sirventes {Fr.},道德詩；勸世詩
Sistema B?hm {It.},貝姆式鍵制
sistema {It.},線譜
sistre {Fr.},西特琴
sistro {It.},叉鈴；響串
sistrum {Lat.},叉鈴；響串
Sit?r,西塔琴（印度）
six to five suspension,六五掛留音
six-bar rhythm,六小節節奏
six-bar sentence,六小節樂句
six-eight meter[time],六八拍子
six-five chord,六五和弦（絃）
six-four chord,六四和弦（絃）
six-notes to one,六對一｛對位｝
six-part canon,六部卡農
six-part counterpoint,六部對位
six-part harmony,六部和聲
sixi?me octave {Fr.},四點音
Sixte ajout?e {Fr.},加六和弦
sixte augment?e {Fr.},增六度
sixte diminu?e {Fr.},減六度
sixte majeure {Fr.},大六度
sixte mineure {Fr.},小六度
sixte napolitaine {Fr.},拿坡里六和弦
sixte {Fr.},六度
sixteenth note {Amer.},十六分音符
sixteenth rest,十六分休止符
sixteenth-note rest {Amer.},十六分休止符
sixth,六度
sixth chord,六和弦（絃）
sixth scale-step,第六音級
sixth tone,六分之一音
sixth-chord style,連續六和弦（絃）
sixty fourth note {Amer.},六十四分音符
sixty fourth rest,六十四分休止符
sixty-fourth note {Amer.},六十四分音符
Skala {Ger.},音階
sketch,草稿
skip,跳進
Skizze {Ger.},草稿
Skolie {Ger.},飲酒歌
skomorokh,流浪藝人
slancio {It.},興奮的；衝動的
slargando {It.},漸慢漸寬?
slavonic dances,斯拉夫舞曲
slentando {It.},漸慢
slide,滑奏；伸縮部分｛樂器｝
slide trombone,伸縮長號
slide trumpet,伸縮小號
Slider,滑閥｛管風琴｝
slit drum,木縫鼓
slompret,斯隆普雷特管
slovansk? tance {Cz.},斯拉夫舞曲
slow movement,慢樂章
slur,弧線；圓滑線；結合線
slur and dots,小斷奏；小斷唱
small clarinet,小單簧管
small octave,小字八度音
small orchestra,小管弦（絃）樂團
small semitone,小半音
small trumpet,小小號（巴赫小號）
smaller whole tone,小全音
smanioso {It.},狂亂的；狂怒的
sminuendo {It.},漸弱
smorendo {It.},漸弱
smorzando {It.},漸慢而弱；逐漸消失
smorzatore {It.},制音器；弱音器
snare drum,小鼓
Snares,響弦
Snellamente {It.},敏捷的
Snello {It.},活潑的；快的
soave {It.},柔和的
Soci?t? Internationale pour la Musique Contemporaine (SIMC) {Fr.},國際現代音樂協會
sociologie de la musique {Fr.},音樂社會學
sociology of music,音樂社會學
soft pedal,弱音踏瓣
soggetto cavato {It.},隱意主題
soggetto {It.},主題
sognando {It.},夢幻的
Sol di?se {Fr.},升Ｇ音
Sol diesis {It.},升Ｇ音
Sol doppio bemolle {It.},重降Ｇ音
Sol double b?mol {Fr.},重降Ｇ音
sol-fa,唱名法
sola {It.},獨奏；獨唱｛陰性｝
sole? {Sp.},索列阿舞曲
solemn Mass {Lat.},莊嚴彌撒；莊嚴彌撒曲
solemnis {Lat.},莊嚴的
solenne {It.},莊嚴的
solennel {Fr.},莊嚴的
solf?ge{Fr.},視唱練習
solfeggio {It.},視唱練習
solfeo {Sp.},視唱練習
soli {It.},獨奏｛唱｝群
solid head,黑符頭
soliste {Fr.},獨奏｛唱｝者
sollecitando {It.},加緊的；急速的；往前趕的
sollemnis {Lat.},莊嚴的
Solmisation {Ger.},唱名法
solmisazione {It.},唱名法
solmization,唱名法
solmization syllable,唱名
solmization {Fr.},唱名法
solo bells,小鐵琴
solo organ,獨奏鍵盤｛管風琴｝
solo pitch,獨奏｛唱｝音高
solo stop,獨奏音栓｛管風琴｝
solo {It.},獨奏；獨唱
soloist,獨唱者；獨奏者
Solowerke {Ger.},獨奏管列；獨奏曲目
sombre {Fr.},陰暗的；昏暗的；憂鬱的
somiere {It.},風室｛管風琴｝
sommesso {It.},小聲的
sommier {Fr.},風室｛管風琴｝
son bouch? {Fr.},閉奏音
son chapin {Sp.},松恰平舞曲｛拉丁美洲｝
son complexe {Fr.},複合音
son d'interruption{Fr.},間歇音
son d'objet {Fr.},對象認知音
son de combinaison {Fr.},混合音；合成音
son de r?flexion {Fr.},反射音
Son de sommation {Fr.},加音
son fondamental {Fr.},基音
son interm?diaire {Fr.},中間音
son musical {Fr.},樂音
Son non-harmonique {Fr.},非固定音；噪音
son partiel {Fr.},分音
son propre {Fr.},固有音
son pur {Fr.},純音
son r?sultant {Fr.},混合音；合成音
son sup?rieur {Fr.},上音
son volumineuse {Fr.},空間音
son {Fr.},聲音
sonaglio {It.},鈴
sonajero {Sp.},嘎嘎器；搖響器
sonata,奏鳴曲
sonata da camera {It.},室內奏鳴曲
sonata da chiesa {It.},教會奏鳴曲
sonata form,奏鳴曲式
sonata quasi una fantasia,幻想曲風奏鳴曲
sonata {It.},奏鳴曲
sonata-rondo,輪旋奏鳴曲
sonata-rondo form,輪旋奏鳴曲式
sonate {Fr.},奏鳴曲
Sonate {Ger.},奏鳴曲
Sonatenform {Ger.},奏鳴曲式
Sonatenrondo {Ger.},輪旋奏鳴曲
Sonatenrondoform {Ger.},輪旋奏鳴曲式
Sonatensatzform {Ger.},奏鳴曲式
sonatina {It.},小奏鳴曲
sonatine {Fr.},小奏鳴曲
Sonatine {Ger.},小奏鳴曲
Sonatinen Album {Ger.},小奏鳴曲集
soncombin? {Fr.},合成音
song,歌
song cycle,聯篇歌曲
song form,歌曲形式
song plugger,歌曲宣傳
song without words,無言歌
sonido de combinaci?n {Sp.},合成音
sonnerie {Fr.},鐘組｛鐘樓或教堂｝；信號
sons de flageolet {Fr.},泛音
sons harmoniques {Fr.},泛音
sons naturels {Fr.},自然音
sonund wave,音波
sopel' {Rus.},索佩爾笛
sopila,索比拉管
sopranino recorder {It.},最高音直笛
sopranino saxhorn,小軍號
sopranino saxophone {It.},最高音薩氏管
sopranino {It.},最高音｛樂器｝
sopranissimo recorder {It.},極高音直笛
sopranissimo saxophone {It.},極高音薩氏管
sopranissimo {It.},極高音｛樂器｝
soprano chiave {It.},女高音譜號
soprano cl? {Fr.},女高音譜號
soprano clef,女高音譜號
soprano d’enfant {Fr.},童聲女高音
soprano oboe,高音雙簧管
soprano part,高音部
soprano stave,高音譜表
soprano trombone,高音長號
soprano voice,高音聲部
soprano {It.},高音；女高音
Sopranschl?ssel,女高音譜號
sopratonica {It.},上主音
soprillo {It.},極高音薩氏管
sordino {It.},制音器；弱音器；袖珍小提琴
sordo {It.},摀住的；減弱的
sordun,索爾敦管
sorgf?ltig {Ger.},小心翼翼的；謹慎的；細心的
sospensione {It.},掛留音
sospirando {It.},嘆息的
sospiroso {It.},悲嘆的
sostenendo {It.},持續的；綿延的
sostenido {Sp.},升A
sostenuto pedal,持續音踏瓣
sostenuto {It.},保持的；持續的
sotto voce {It.},輕聲
sottodominante {It.},下屬音
soufflet {Fr.},送風裝置｛管風琴｝
soul,靈魂樂
sound,聲音
sound analyser,音響分析器
sound box,琴身
sound field,音場
sound intensity,音強
sound level,音量度
sound localization,音源定位
sound post,音柱
sound pressure variation,音壓變化
sound ray,音線
sound reinforcement,聲音加強
sound spectrum,音響聲譜
sound track,音軌
sound-body,琴身
sound-chest,琴身
sound-hole,音孔
sound-proof room,隔音室
soundboard,音響板；共鳴板
soundscape,音景
Soupir {Fr.},四分休止符
source musicale {Fr.},音樂資料
sourdine {Fr.},弱音器
sous-dominante {Fr.},下屬音
sous-m?diante {Fr.},下中音
sousaphone,蘇沙號
soutenu {Fr.},持續的
SP,標準速度錄放
space,間｛五線譜｝
spandendo {It.},擴大的
Spasshaft {Ger.},有趣的
spazio {It.},間｛五線譜｝
speaker,揚聲器
speaker key,揚聲鍵；超吹鍵｛管樂器｝
speaking length,發音長度
specie di ottave {It.},八度規則
Specie genere di voce {It.},聲音類別
species,種類
spectre acoustique {Fr.},音響聲譜
spediendo {It.},迅速的
speech song,唸唱歌
sperdendosi {It.},逐漸消失的
Sph?ren-Kl?nge {Ger.},天體音樂
Sph?renharmonie {Ger.},天體和聲
spianato {It.},平坦的；平穩的
spiccato {It.},跳弓；斷唱
spiegando {It.},擴大的
Spiegelbild {Ger.},倒影形式
Spiegelfuge {Ger.},倒影復格
Spiegelkanon {Ger.},倒影卡農
Spieldose {Ger.},音樂盒
spike fiddle,柱形提琴
spinet,古鍵琴
spingardo {It.},史賓加多舞曲｛義｝
spinning song,紡織歌
Spinnlied {Ger.},紡織歌
spiral canon,螺旋卡農
spiral of fifths,五度圈
spirale des quintes {Fr.},五度圈
Spiralkanon {Ger.},螺旋卡農
spirante {Ger.},驟然失去；斷氣的
spirito {It.},精神飽滿
spiritoso {It.},生氣蓬勃的；精神煥發的｛義｝
spiritual,靈歌
spiritual {Fr.},靈歌
spitzig {Ger.},尖銳的
split keys,分割鍵
Sprechchor {Ger.},同聲朗誦
Sprechgesang {Ger.},唸唱歌
Sprechstimme {Ger.},唸唱
springar,史普林格舞曲｛挪威｝；後倚音
Springbogen {Ger.},跳弓
springing bow,輕跳弓
springing bow,輕跳弓
Sprungweiser Schritt {Ger.},跳進
spurious double counterpoint,假性複對位
Squarcialupi Codex {Lat.},史圭雅查路比抄本
Square dance,方舞
square notation,方形記譜
Square piano,方形鋼琴
Srrusophon {Ger.},薩魯管
St. Martial School,聖馬修爾樂派
Stabat Mater {Lat.},聖母悼歌
stabile {It.},不變的
Stabriem {Ger.},頭韻
staccatissimo {It.},大斷奏（唱）
staccato en ricochet {Fr.},飛斷奏
staccato mark,斷奏記號
staccato volant {Fr.},飛斷奏
staccato {It.},斷奏（唱）
Stachel {Ger.},尾針｛琴腳｝
Stadtpfeifer {Ger.},城市吹鼓手
staff,線譜
staff paper,譜紙
staggered breathing,輪流呼吸
Stahlspiel {Ger.},軍樂鐵琴
Stammstufen {Ger.},自然音
Stammt?ne {Ger.},自然音
stamping tube,搗奏筒
stampita {It.},中世紀舞樂
standard interval,標準音程
standard pitch,標準音高
St?ndchen {Ger.},小夜曲
standhaft {Ger.},沉著的
stanghetta {It.},小節線；縱線
stantipes {Lat.},中世紀舞樂
Starkanblasen {Ger.},吼聲
stationary wave,駐波
stato fondamentale {It.},原位
stave,線譜
stave degree,線譜音級
steel band,鋼骨樂隊
steel guitar,鋼弦吉他
Steg {Ger.},琴馬；琴橋
Stegreif ( Ausf?hrung ) {Ger.},即興演奏（唱）
Stehende Welle {Ger.},駐波
Steinspiel {Ger.},石鳴樂器
Stellvertretungsakkord {Ger.},替代和弦
stem,符幹
stendendo {It.},漸寬闊
stentando {It.},拖延；漸慢；重的
step,音級
step-wise progression,級進
Stereichquartett {Ger.},弦樂四重奏（曲）
Stereophonie {Ger.},立體音響
stereophony,立體音響
st?r?phonie {Fr.},立體音響
steso {It.},慢的；寬緩的
stesso tempo {It.},同速度
stesso {It.},不變的；相同的
stets {Ger.},始終；一直
sticheron {Gr.},詩句讚歌｛拜占廷｝
Stiel {Ger.},符幹
Stierhorn {Ger.},牧號
Stil {Ger.},風格
Stile antico {It.},古風格
stile concertante,複協奏曲風格
stile concertato {It.},協奏唱風格
stile concitato {It.},激動的；感動的
stile familiare {It.},慣用式
stile galante {It.},優雅風格
stile moderno {It.},新風格
stile osservato {It.},嚴謹風格
stile Palestriniano {It.},帕勒斯特利納風格
stile rappresentativo {It.},表現風格
stile recitativo {It.},吟誦調風格
stile romano {It.},羅馬風格
still {Ger.},平靜的；安靜的
stilo {It.},風格
Stimmb?nder {Ger.},聲帶
Stimmbildung {Ger.},發聲法
Stimmbogen {Ger.},變音管
Stimmbuch {Ger.},聲部譜
Stimme {Ger.},人聲；聲部；人聲音栓
Stimmf?hrung {Ger.},聲部進行
Stimmgabel {Ger.},音叉
Stimmgattung {Ger.},聲音類別
Stimmstock {Ger.},音柱
Stimmtausch {Ger.},聲部交換
Stimmumfang {Ger.},聲部音域；聲音音域
Stimmung {Ger.},情調，氣氛；協調，調音
Stimmwechsel {Ger.},變聲
sting,振動音
sting cymbal,刺鈸
stingendo {It.},漸慢而弱；逐漸消失
stinguendo {It.},逐漸消失
stiracchiando {It.},拖延；漸慢
stiracchiato {It.},拖延；漸慢
stirando {It.},拖延；漸慢
stirato {It.},拖延；漸慢
stochastic music,隨機音樂
Stochastische Musik {Ger.},隨機音樂
stock arrange ( ment ),編曲分譜集
Stockend {Ger.},中斷；停頓
stop,音栓；按弦（絃）；塞奏｛管樂｝
stopped,閉奏
stopped note,賽奏音管樂
stopped note,閉奏音
stopping,按弦（絃）；塞奏｛管樂｝
storia della musica {It.},音樂史
stracciacalando {It.],喋喋不休的；饒舌的
straccicalando {It.},拖延；漸慢
straff {Ger.},緊的
straight,照譜演奏
str?kharpa {Se.},有弓豎琴
stranka,斯特蘭卡笛
strascinando {It.},拖延；漸慢
Strathspey,史塔斯培舞曲｛蘇格蘭｝
stravagante {It.},奇異的
stravaganza {It.},奇異曲
Street piano,手搖鋼琴
Streichinstrument {Ger.},擦弦樂器
Streichklavier {Ger.},有弓鍵盤樂器
Streichorchester {Ger.},弦樂團
strenge Fuge {Ger.},嚴格復格
Strenger Kanon {Ger.},嚴格卡農
strenger Kontrapunkt {Ger.},嚴格對位
strepitoso {It.},喧鬧的
stress,重音
stretto by augmentation,增值緊接進入
stretto by diminution,減值緊接進入
stretto by inversion,反向緊接進入
stretto moestrale,巧妙緊接進入
